INVESTIGATION_ID,Location,Sublocation,Desc,Status
5325899,Kitchen,,Repair(s) does not reasonably match existing wall(s). Namely wall paint is not matching.,Open
5325899,Dining Room,,Dwelling unit window that is capable of being opened has screen that is not maintained in good repair and free from defects or missing components.,Open
5325899,Dining Room,,The electrical fixtures are not maintained in good working order. Namely electrical outlet is not working and cover is broken and damaged.,Open
5325899,Living Room,,Interior door is not a good fit in its frame. Namely screen door is not working properly.,Open
5325899,Washroom,,Dwelling unit window that is capable of being opened has screen that is not maintained in good repair and free from defects or missing components.,Open
5325899,Bedroom,,Dwelling unit window that is capable of being opened has screen that is not maintained in good repair and free from defects or missing components.,Open
5325899,Bedroom,,"The floor and every appurtenance, surface cover and finish is not maintained. Namely floor tiles broken and missing.",Open
5344955,Exterior Of Building,,A barrier or deflector to prevent lighting and motorized or non-motorized vehicle lighting from shining directly into a dwelling unit is not provided and/or maintained.,Closed
5334236,,,The swimminig pool enclosure does not comply with this article.,Open
5344638,Unit #24,Kitchen,"Kitchen - The supplied facility in or on the property is not constructed, installed and/or maintained so that it will function safely and effectively.Namely: The kitchen sink faucet base plate is deteriorated. ",Open
5344638,Unit #24 ,Bathroom,"The plumbing system is not kept free from leaks or defects.Namely: Bathroom sink faucet is cracked, damaged and deteriorated ",Open
5337821,Exterior Of Building,Front,"Eavestrough, roof gutter, flashing and/or down pipe not maintained in good repair.",Open
5334132,Roof,,"Roof decks, catwalks and/or related guards are not maintained in good repair.",Closed
5331544,Exterior Yards ,,The tree which is located on the property is dead and has not been removed or otherwise pruned to remove the dead portion.  Namely; remove dead tree at front yard and 3 dead trees at rear yard. ,Closed
5286024,Exterior Of Building,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to black garbage bags,  metal i beams, hoses, tarps, wood logs, scafolding, sections of wood fence, tires, renovation materials, counter tops, bricks.  ",Open
5280951,Exterior Of Building,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to furniture (sofa, mattresses), appliances (refrigerator), and other loose litter and general debris. ",Open
5301224,North East,Lot,"The tree, plant, limb or branch, which is located on the property is dead and has not been removed or otherwise pruned to remove the dead portion. As per Urban Forestry standards Officer:50cm DBH Manitoba maple located on the north east corner of the lot (visible from parking area at the back of 200 Keele St.) has partially bent over with its canopy over the rear yard of 25 Hillsview Ave, recommend tree removal ",Closed
5298161,,,Have signs which have not been removed 72 hours after the election.,Open
5289785,,,"On highways with sidewalks, election signs are located within 0.6 metres of either side of the sidewalk.",Open
5304158,Main Entrence,Canopy,"The roof or one of it's components is not free from a hazardous condition.Namely, main entrence canopy has a build up of water on top of it  (pounding water).",Closed
5303944,Exterior,,The property contains hedges which are overgrown and require trimming.,Open
5289560,Throughout Property,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to  garbage, wood ,metal, plastic.",Open
5313908,On the roof at the rear,,"The roof or one of it's components is not free from a hazardous condition, namely: Debris",Closed
5305534,Bedroom,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials.Namely: Ceiling drywall/plaster in bedroom not maintained free of hole, cracks, damaged and deteriorated materials.",Closed
5305534,Bedroom,,"Wall(s) not maintained free of holes, cracks, damaged and deteriorated materials.Namely: Wall drywall/plaster in bedroom not maintained free of holes, cracks, damaged and deteriorated materials.",Closed
5315873,Bedroom,,"Ceiling not maintained free of holes, cracks, damaged and deteriorated materials. Namely, ceiling in bedroom of property has collapsed.",Open
5286312,Front,,"The (verandah, porch, deck, loading dock, ramp, balcony, fire escape or other similar structure, and/or other appurtenant attachment) and/or the supporting structural member  is not maintained in good repair, namely; deteriorated wood members",Closed
5286312,Front,,"The exterior walls and their components are not being maintained in good repair, namely; missing brick/s",Closed
5286333,Exterior Of Garage,Unit 30,All repairs shall be made in a good workmanlike manner.,Open
5286333,Exterior Of Building,Door 30,The guards and/or other appurtenant attachments and/or their supporting structural members are not maintained in a safe condition.,Open
5286483,Front,Driveway,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to Namely, late model GMC Hummer H2 (derelict vehicle).",Open
5286484,East Side of Building,,"The property is not being kept free of conditions which may encourage infestation. Namely, openings in building allowing animal access.",Open
5286831,Throughout Lot,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to litter, debris, yard waste, and/or any other materials by their nature of which appear to have been cast aside, discarded or abandoned.",Open
5286862,South Side of Building,,Above ground discharge from downpipe or pipe is directed to discharge in a manner that is not contained on the property.,Open
5303159,Rear Yard,,"Owner of land failed to clean and clear refuse that has been thrown, placed, dumped or deposited, including but not limited to tree trunks and large accumulation of tree branches and sticks.",Open
5290892,,,"Required or provided safety equipment relative to exits and means of egress are not maintained in good working order.  Namely: (door closures, coordinating devices, smoke seals, pressurized vestibules, latching devices, hinges, moulding and similar devices).",Closed
5290892,South,,Dwelling unit window that is capable of being opened has no screen.,Closed
